CSF	WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	NonSteadyStateOutlier00	X	Y	Z	RotX	RotY	RotZ	AROMAAggrComp01	AROMAAggrComp02	AROMAAggrComp03	AROMAAggrComp04	AROMAAggrComp05	AROMAAggrComp07	AROMAAggrComp08	AROMAAggrComp09	AROMAAggrComp11	AROMAAggrComp14
943.7181599171894	768.5869207248525	777.2766820811514	1.05252349	31.11814117	0.99479216	0.180630944	-0.0035147284999999997	-0.1737659044	-0.0578624501	-0.10215820199999999	-0.0157972746	-0.1548398658	-0.0731406174	0.18385606710000002	0.1603496414	-0.0333463246	0.1051188137	0.16965247120000002	0.0577108828	0.0	-0.0552621	-0.000469356	0.156723	-0.000887671	-0.00216225	0.000336513	0.3690726625	-0.7902745353	-0.1733474084	-1.441734084	1.114832833	-0.5840821	-1.319144598	0.8773606066	-1.624223714	0.9311973495
948.4966089041626	769.6965520506637	778.0509129421489	1.00444067	29.69656181	0.98811871	0.178642694	0.0791352174	0.0687874758	-0.036477162	0.0041352466	0.0316206667	-0.0590350642	-0.0400608089	-0.11614792410000001	0.084588135	-0.04568445559999999	-0.0189637754	0.0312625083	0.053816081200000004	0.0	-0.0656673	-0.0410622	0.0858591	-0.000800509	-0.00145031	0.0	0.3309749019	-1.183514989	-0.385545563	-0.9751817656	0.0004613977587	1.211147353	0.3921558151	0.04805809322	0.5588419458	-0.5211532105
944.1932343737759	767.3849790685658	778.4392167350038	1.03854835	30.70496368	0.98653877	0.1395397	-0.1313407875	0.0723801603	0.0521819366	-0.0308338648	-0.1211008867	-0.0358203631	0.1593715342	0.0397067248	0.0854761084	0.0101015838	0.0817841111	0.1117561668	0.049871218200000005	0.0	-0.0641977	-0.010959600000000002	0.138918	-0.000612547	-0.00216225	0.00019827	0.1681289225	0.2015988325	0.2834896573	-1.72620201	-1.107054839	-1.31054277	-0.08194831022	1.23239029	-0.4297617132	1.396056633
945.7993392598688	769.0864917667185	777.3983760172107	1.02180481	30.20993614	0.98759991	0.11018275000000004	-0.0018731275	-0.1338164734	0.0365317071	-0.0329316024	-0.0523310818	-0.05661471059999999	-0.0626343425	0.1363283927	0.0293046082	-0.0694591106	0.07559369269999999	-0.14471136199999998	0.0458799634	0.0	-0.0645285	-0.0376009	0.126056	-0.00135184	-0.00169284	0.0	-0.03190945785	0.6502982189	-0.0009381707023	-1.289334247	1.34611522	-0.7741295572	-0.6241294221	-0.9617728454	0.03854114355	0.04322832404
947.4313380438609	767.2630554975552	777.4438500576549	1.04666746	30.94500732	0.99247628	0.13469924	0.1105251789	0.0682194964	0.0200637623	-0.0517323721	-0.0505842533	-0.09991861789999999	0.0038351797999999996	-0.0700349295	0.17487910809999999	-0.0203719521	0.0696616789	-0.021098923999999998	0.0418460295	0.0	-0.0608147	-0.00552816	0.186411	-0.00181996	-0.00173603	0.000259844	-0.1335747992	-1.178781948	1.894177219	-1.647390431	-0.03878013921	1.159891154	-0.8911182567	0.1028634336	-1.108824313	0.4748848966
942.3631028617896	765.553549584079	776.3433218756325	1.01511848	30.01225281	0.98093921	0.18471514	-0.10715584119999999	0.07628471120000001	-0.0027769156	-0.0429511301	-0.10841422279999999	0.029555346899999998	0.16177152820000001	0.0472773541	0.099028188	-0.0738365412	-0.0535071915	-0.1585995709	0.037773169	0.0	-0.07084	-0.0376355	0.13904	-0.000469831	-0.00216225	0.000131963	-0.1050308287	-0.430483363	-0.2153144285	-1.682768492	-0.7640060736	-1.056200716	0.2010294027	0.3478990946	0.1707572108	-0.5779037168
943.3245931656007	767.0813352037896	777.3981582876379	1.00858974	29.81922913	0.97457266	0.18784245	-0.0890026765	-0.0978523445	0.0077788563	0.0828622594	-0.1032558031	-0.0702363941	0.0391592209	0.1643746113	0.097276294	0.1581328257	0.0152544107	-0.0271975185	0.0336651707	0.0	-0.0482466	0.00295385	0.17919099999999996	-0.00152067	-0.00193271	0.000541758	0.1640515094	1.394062014	1.058366062	-1.812951777	1.003889112	-0.9292124397	-0.6532430557	0.1079891693	-0.9337555618	1.132998465
946.734833183334	769.6495464387773	777.562659076927	1.07398236	31.75257874	1.00889146	0.22086305	0.11366391869999999	-0.0686247572	-0.062993461	-0.0035745568	-0.1290123401	0.12549556039999998	-0.1172530535	0.0347695972	0.08039254	-0.0573757774	-0.0191649987	-0.0111941035	0.029525856	0.0	-0.0596397	-0.0364172	0.0942919	-0.000201975	-0.00216225	0.000385997	0.001540689727	-0.8388131269	-0.6550524842	-0.9760906876	1.277082854	1.456773607	-0.6668741196	0.6514050889	0.8109123983	-1.123024501
944.5749814833148	766.9072935092471	778.0873230508087	1.04441738	30.87848282	1.00416601	0.0362677	-0.058934516500000006	0.14397695630000001	-0.054755631	-0.0959049926	-0.017614303	-0.2363954395	0.1192146303	-0.0417587933	0.12078282970000001	-0.0314633982	-0.2059418053	0.059309828700000004	0.0253590754	0.0	-0.0621591	-0.0154431	0.0943241	-0.000257767	-0.00216225	0.000186949	-0.05882730148	-1.196586878	-0.03727942096	-1.474648351	-1.009366038	-0.2368557779	1.439958311	-0.2044163381	-0.6147870234	1.272246731
944.3333278767936	768.5674538535836	777.9822347483208	1.11934495	33.09373856	0.99995732	0.05734019999999999	-0.09416741880000001	-0.09208419779999999	-0.0108370597	0.11189403710000001	-0.03727281	-0.0037867278999999996	0.0269337417	0.17151729670000002	0.05450873	0.0511300933	-0.10986090720000001	-0.1484178517	0.0211687049	0.0	-0.0629039	-0.0021938	0.134182	-0.000234896	-0.00216225	0.000233842	-0.03227630783	2.594075746	0.08224890805	-1.739900492	-0.1713049099	-0.1752201346	0.7571385649	0.6300878368	-0.6109686202	-0.9050745726
947.2508322964962	768.9765137758046	776.9606161728736	1.09849334	32.47725296	0.9904024	0.06644105000000002	0.0974005786	-0.0375203272	-0.0303026426	-0.0285652275	-0.1968723084	0.1022166999	-0.0938877047	0.017184126799999998	0.1479068304	-0.0381687443	0.0001712609	0.0035676755	0.0169586426	0.0	-0.0644884	-0.0502057	0.139298	-0.000122257	-0.0021327	0.000141458	-0.1453668319	-0.7354070154	-0.08157719346	-1.603123933	0.8117660536	1.744280334	-0.3449568447	-0.3149183076	-1.743878503	-0.8072695219
