"Trial" "syllable" "Onset" "block_num" "Place" "voice" "filename" "bin" "place" "voicing" "manner" "rplace" "rvoicing" "rmanner" "rLab" "rAlv" "rDent" "rPal" "rVel" "rFric" "rStop" "rNasal" "rVcd" "rVls" "rvoice" "sylltrans" "voicetrans" "MillSim"
13 "va" 28195 3 "labio-dental" "4" "va.2.4.mp3" "va_v4_b1" "Lab" "Vcd" "Fric" "repvoice" "repcatvoice" "repcatvoice" "null" "null" "null" "null" "null" "repFric" "null" "null" "repVcd" "null" "repVoice" "TH_a-va" "4-4" 0.340793227790882
14 "da" 29703 3 "alveolar" "3" "da.1.3.mp3" "da_v3_b1" "Alv" "Vcd" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "va-da" "4-3" 0.0576268048212968
15 "na" 31195 3 "alveolar" "4" "na.1.4.mp3" "na_v4_b1" "Alv" "Vcd" "Nas" "repcat" "repcat" "diffcat" "null" "repAlv" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "na-da" "4-3" 0.0303140877460462
16 "va" 32704 3 "labio-dental" "1" "va.1.1.mp3" "va_v1_b2" "Lab" "Vcd" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "na-va" "1-4" 0.0241080367661359
17 "ma" 34196 3 "labial" "1" "ma.1.1.mp3" "ma_v1_b1" "Lab" "Vcd" "Nas" "repcatvoice" "repcatvoice" "repvoice" "repLab" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "repVoice" "va-ma" "1-1" 0.0319429196022726
18 "fa" 35705 3 "labio-dental" "3" "fa.1.3.mp3" "fa_v3_b1" "Lab" "Vls" "Fric" "repcat" "diffcat" "diffcat" "repLab" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "fa-ma" "1-3" 0.015844076735163
19 "ga" 37197 3 "velar" "1" "ga.1.1.mp3" "ga_v1_b1" "Vel" "Vcd" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "fa-ga" "1-3" 0.0149696643348424
20 "sa" 38706 3 "alveolar" "2" "sa.1.2.mp3" "sa_v2_b1" "Alv" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ga-sa" "1-2" 0.0316847383912621
21 "ma" 40148 3 "labial" "2" "ma.2.2.mp3" "ma_v2_b1" "Lab" "Vcd" "Nas" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "ma-sa" "2-2" 0.0168325927665453
22 "sa" 41706 3 "alveolar" "3" "sa.2.3.mp3" "sa_v3_b1" "Alv" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ma-sa" "3-2" 0.0168325927665453
23 "pa" 43198 3 "labial" "4" "pa.2.4.mp3" "pa_v4_b1" "Lab" "Vls" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "pa-sa" "4-3" 0.0502525895157616
24 "na" 44707 3 "alveolar" "1" "na.3.1.mp3" "na_v1_b1" "Alv" "Vcd" "Nas" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "na-pa" "1-4" 0.0165561898349846
25 "ka" 46199 3 "velar" "4" "ka.1.4.mp3" "ka_v4_b1" "Vel" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "na-ka" "1-4" 0.0213124542766724
26 "ma" 47708 3 "labial" "3" "ma.3.3.mp3" "ma_v3_b1" "Lab" "Vcd" "Nas" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "ka-ma" "4-3" 0.0211926015219386
27 "ga" 49200 3 "velar" "2" "ga.3.2.mp3" "ga_v2_b1" "Vel" "Vcd" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "ga-ma" "3-2" 0.0288986920135984
28 "na" 50709 3 "alveolar" "3" "na.2.3.mp3" "na_v3_b1" "Alv" "Vcd" "Nas" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "na-ga" "3-2" 0.0301743677158778
29 "pa" 52201 3 "labial" "1" "pa.1.1.mp3" "pa_v1_b1" "Lab" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "na-pa" "1-3" 0.0165561898349846
30 "TH_a" 53709 3 "dental" "3" "TH_a.3.3.mp3" "TH_a_v3_b1" "Dent" "Vcd" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "TH_a-pa" "1-3" 0.0267101935592846
31 "pa" 55201 3 "labial" "2" "pa.4.2.mp3" "pa_v2_b1" "Lab" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "TH_a-pa" "3-2" 0.0267101935592846
32 "SH_a" 56710 3 "palato-alveolar" "2" "SH_a.1.2.mp3" "SH_a_v2_b1" "Pal" "Vcd" "Fric" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "pa-SH_a" "2-2" 0.0171270060098082
33 "ma" 58202 3 "labial" "4" "ma.1.4.mp3" "ma_v4_b1" "Lab" "Vcd" "Nas" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "SH_a-ma" "4-2" 0.0163702480510673
34 "da" 59695 3 "alveolar" "1" "da.3.1.mp3" "da_v1_b1" "Alv" "Vcd" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "da-ma" "1-4" 0.0227881412430219
35 "sha" 61203 3 "palato-alveolar" "3" "sha.2.3.mp3" "sha_v3_b1" "Pal" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "sha-da" "1-3" 0.0319921225828632
36 "va" 62695 3 "labio-dental" "3" "va.3.3.mp3" "va_v3_b1" "Lab" "Vcd" "Fric" "repvoice" "repvoice" "repcatvoice" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "repVoice" "sha-va" "3-3" 0.019665034907335
37 "tha" 64204 3 "dental" "3" "tha.1.3.mp3" "tha_v3_b1" "Dent" "Vls" "Fric" "repvoice" "repvoice" "repcatvoice" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "repVoice" "va-tha" "3-3" 0.0427058614883721
38 "TH_a" 65696 3 "dental" "1" "TH_a.1.1.mp3" "TH_a_v1_b1" "Dent" "Vcd" "Fric" "repcat" "diffcat" "repcat" "null" "null" "repDent" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "TH_a-tha" "1-3" 0.0316024894543282
39 "tha" 67204 3 "dental" "1" "tha.2.1.mp3" "tha_v1_b1" "Dent" "Vls" "Fric" "repcatvoice" "repvoice" "repcatvoice" "null" "null" "repDent" "null" "null" "repFric" "null" "null" "null" "null" "repVoice" "TH_a-tha" "1-1" 0.0316024894543282
40 "fa" 68697 3 "labio-dental" "4" "fa.2.4.mp3" "fa_v4_b1" "Lab" "Vls" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "fa-tha" "1-4" 0.424635788228768
41 "tha" 70205 3 "dental" "1" "tha.1.1.mp3" "tha_v1_b1" "Dent" "Vls" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "fa-tha" "1-4" 0.424635788228768
42 "sha" 71697 3 "palato-alveolar" "3" "sha.1.3.mp3" "sha_v3_b1" "Pal" "Vls" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "sha-tha" "1-3" 0.0442934452101461
43 "fa" 73206 3 "labio-dental" "2" "fa.5.2.mp3" "fa_v2_b1" "Lab" "Vls" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "sha-fa" "3-2" 0.0279206459825738
44 "pa" 74698 3 "labial" "3" "pa.3.3.mp3" "pa_v3_b1" "Lab" "Vls" "Stop" "repcat" "repcat" "diffcat" "repLab" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "pa-fa" "3-2" 0.101897306301343
45 "pa" 76207 3 "labial" "3" "pa.4.3.mp3" "pa_v3_b1" "Lab" "Vls" "Stop" "ident" "ident" "ident" "repLab" "null" "null" "null" "null" "null" "repStop" "null" "null" "repVls" "repVoice" "pa-pa" "3-3" NA
46 "fa" 77699 3 "labio-dental" "2" "fa.3.2.mp3" "fa_v2_b1" "Lab" "Vls" "Fric" "repcat" "repcat" "diffcat" "repLab" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "pa-fa" "3-2" 0.101897306301343
47 "fa" 79207 3 "labio-dental" "4" "fa.1.4.mp3" "fa_v4_b1" "Lab" "Vls" "Fric" "repsyll" "repsyll" "repsyll" "repLab" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "fa-fa" "4-2" NA
48 "sa" 80700 3 "alveolar" "1" "sa.3.1.mp3" "sa_v1_b1" "Alv" "Vls" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "fa-sa" "1-4" 0.0673755969649652
49 "tha" 82208 3 "dental" "2" "tha.3.2.mp3" "tha_v2_b1" "Dent" "Vls" "Fric" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "repVls" "diffVoice" "tha-sa" "1-2" 0.15482586365123
50 "null" 83700 3 "null" "null" "null" "None" "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
51 "da" 87696 3 "alveolar" "2" "da.2.2.mp3" "da_v2_b1" "Alv" "Vcd" "Stop" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-da" "null-2" NA
52 "TH_a" 89204 3 "dental" "2" "TH_a.2.2.mp3" "TH_a_v2_b1" "Dent" "Vcd" "Fric" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "repVoice" "TH_a-da" "2-2" 0.0935151222471963
53 "TH_a" 90697 3 "dental" "4" "TH_a.3.4.mp3" "TH_a_v4_b1" "Dent" "Vcd" "Fric" "repsyll" "repsyll" "repsyll" "null" "null" "repDent" "null" "null" "repFric" "null" "null" "repVcd" "null" "diffVoice" "TH_a-TH_a" "4-2" NA
54 "null" 92205 3 "null" "null" "null" "None" "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
55 "ta" 96201 3 "alveolar" "2" "ta.1.2.mp3" "ta_v2_b1" "Alv" "Vls" "Stop" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-ta" "null-2" NA
56 "ba" 97709 3 "labial" "1" "ba.2.1.mp3" "ba_v1_b1" "Lab" "Vcd" "Stop" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "ba-ta" "1-2" 0.0137873747502122
57 "ma" 99201 3 "labial" "2" "ma.2.2.mp3" "ma_v2_b2" "Lab" "Vcd" "Nas" "repcat" "repcat" "diffcat" "repLab" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "ba-ma" "1-2" 0.0389983712671896
58 "za" 100710 3 "alveolar" "2" "za.2.2.mp3" "za_v2_b1" "Alv" "Vcd" "Fric" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "repVoice" "za-ma" "2-2" 0.021986226035663
59 "ga" 102202 3 "velar" "4" "ga.2.4.mp3" "ga_v4_b1" "Vel" "Vcd" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "za-ga" "4-2" 0.139643669311959
60 "pa" 103695 3 "labial" "2" "pa.2.2.mp3" "pa_v2_b1" "Lab" "Vls" "Stop" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "pa-ga" "4-2" 0.0159491621223005
61 "da" 105203 3 "alveolar" "4" "da.3.4.mp3" "da_v4_b1" "Alv" "Vcd" "Stop" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "pa-da" "4-2" 0.022685051914619
62 "SH_a" 106695 3 "palato-alveolar" "3" "SH_a.3.3.mp3" "SH_a_v3_b1" "Pal" "Vcd" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "SH_a-da" "4-3" 0.0888856874159333
63 "na" 108204 3 "alveolar" "2" "na.3.2.mp3" "na_v2_b1" "Alv" "Vcd" "Nas" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "na-SH_a" "3-2" 0.0303880622037938
64 "fa" 109696 3 "labio-dental" "1" "fa.2.1.mp3" "fa_v1_b2" "Lab" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "na-fa" "1-2" 0.0124501934624614
65 "na" 111204 3 "alveolar" "2" "na.2.2.mp3" "na_v2_b2" "Alv" "Vcd" "Nas" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "na-fa" "1-2" 0.0124501934624614
66 "tha" 112697 3 "dental" "3" "tha.3.3.mp3" "tha_v3_b1" "Dent" "Vls" "Fric" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "na-tha" "3-2" 0.0183207062173377
67 "da" 114205 3 "alveolar" "2" "da.1.2.mp3" "da_v2_b1" "Alv" "Vcd" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "tha-da" "3-2" 0.0388604052514422
68 "pa" 115697 3 "labial" "1" "pa.3.1.mp3" "pa_v1_b1" "Lab" "Vls" "Stop" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "pa-da" "1-2" 0.022685051914619
69 "sa" 117206 3 "alveolar" "2" "sa.1.2.mp3" "sa_v2_b1" "Alv" "Vls" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "pa-sa" "1-2" 0.0502525895157616
70 "SH_a" 118698 3 "palato-alveolar" "1" "SH_a.2.1.mp3" "SH_a_v1_b1" "Pal" "Vcd" "Fric" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "repFric" "null" "null" "null" "null" "diffVoice" "SH_a-sa" "1-2" 0.0223709151466559
71 "ta" 120207 3 "alveolar" "4" "ta.2.4.mp3" "ta_v4_b1" "Alv" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "SH_a-ta" "1-4" 0.0188530700580233
72 "na" 121699 3 "alveolar" "3" "na.1.3.mp3" "na_v3_b1" "Alv" "Vcd" "Nas" "repcat" "diffcat" "diffcat" "null" "repAlv" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "na-ta" "4-3" 0.0196978714889416
73 "null" 123208 3 "null" "null" "null" "None" "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
74 "tha" 127203 3 "dental" "4" "tha.1.4.mp3" "tha_v4_b1" "Dent" "Vls" "Fric" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-tha" "null-4" NA
75 "ka" 128695 3 "velar" "2" "ka.3.2.mp3" "ka_v2_b1" "Vel" "Vls" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "ka-tha" "4-2" 0.0805281948632112
76 "va" 130204 3 "labio-dental" "2" "va.2.2.mp3" "va_v2_b1" "Lab" "Vcd" "Fric" "repvoice" "repvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "ka-va" "2-2" 0.0224300675837212
77 "pa" 131696 3 "labial" "4" "pa.1.4.mp3" "pa_v4_b1" "Lab" "Vls" "Stop" "repcat" "diffcat" "diffcat" "repLab" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "pa-va" "4-2" 0.0205061465402239
78 "ga" 133204 3 "velar" "3" "ga.3.3.mp3" "ga_v3_b1" "Vel" "Vcd" "Stop" "diffcat" "diffcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "pa-ga" "4-3" 0.0159491621223005
79 "SH_a" 134697 3 "palato-alveolar" "4" "SH_a.3.4.mp3" "SH_a_v4_b1" "Pal" "Vcd" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "SH_a-ga" "4-3" 0.123287666201073
80 "sha" 136205 3 "palato-alveolar" "2" "sha.3.2.mp3" "sha_v2_b1" "Pal" "Vls" "Fric" "repcat" "diffcat" "repcat" "null" "null" "null" "repPal" "null" "repFric" "null" "null" "null" "null" "diffVoice" "sha-SH_a" "4-2" 0.0127643633516016
81 "SH_a" 137697 3 "palato-alveolar" "4" "SH_a.1.4.mp3" "SH_a_v4_b1" "Pal" "Vcd" "Fric" "repcat" "diffcat" "repcat" "null" "null" "null" "repPal" "null" "repFric" "null" "null" "null" "null" "diffVoice" "sha-SH_a" "4-2" 0.0127643633516016
82 "null" 139206 3 "null" "null" "null" "None" "none" "none" "none" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null" "null" NA
83 "ba" 143201 3 "labial" "3" "ba.1.3.mp3" "ba_v3_b1" "Lab" "Vcd" "Stop" "none" "none" "none" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "null-ba" "null-3" NA
84 "pa" 144710 3 "labial" "1" "pa.2.1.mp3" "pa_v1_b1" "Lab" "Vls" "Stop" "repcat" "diffcat" "repcat" "repLab" "null" "null" "null" "null" "null" "repStop" "null" "null" "null" "diffVoice" "ba-pa" "1-3" 0.0224225492966449
85 "ka" 146202 3 "velar" "1" "ka.2.1.mp3" "ka_v1_b1" "Vel" "Vls" "Stop" "repvoice" "repcatvoice" "repcatvoice" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "repVls" "repVoice" "ka-pa" "1-1" 0.426229651083637
86 "ka" 147695 3 "velar" "3" "ka.5.3.mp3" "ka_v3_b1" "Vel" "Vls" "Stop" "repsyll" "repsyll" "repsyll" "null" "null" "null" "null" "repVel" "null" "repStop" "null" "null" "repVls" "diffVoice" "ka-ka" "1-3" NA
87 "ga" 149203 3 "velar" "1" "ga.1.1.mp3" "ga_v1_b1" "Vel" "Vcd" "Stop" "repcat" "diffcat" "repcat" "null" "null" "null" "null" "repVel" "null" "repStop" "null" "null" "null" "diffVoice" "ka-ga" "1-3" 0.0256297494333007
88 "ga" 150695 3 "velar" "3" "ga.2.3.mp3" "ga_v3_b1" "Vel" "Vcd" "Stop" "repsyll" "repsyll" "repsyll" "null" "null" "null" "null" "repVel" "null" "repStop" "null" "repVcd" "null" "diffVoice" "ga-ga" "1-3" NA
89 "ka" 152204 3 "velar" "3" "ka.2.3.mp3" "ka_v3_b1" "Vel" "Vls" "Stop" "repcatvoice" "repvoice" "repcatvoice" "null" "null" "null" "null" "repVel" "null" "repStop" "null" "null" "null" "repVoice" "ka-ga" "3-3" 0.0256297494333007
90 "ta" 153696 3 "alveolar" "1" "ta.3.1.mp3" "ta_v1_b1" "Alv" "Vls" "Stop" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "repVls" "diffVoice" "ka-ta" "1-3" 0.235462958598024
91 "pa" 155204 3 "labial" "3" "pa.6.3.mp3" "pa_v3_b1" "Lab" "Vls" "Stop" "diffcat" "repcat" "repcat" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "repVls" "diffVoice" "pa-ta" "1-3" 0.234360535518008
92 "ta" 156697 3 "alveolar" "3" "ta.2.3.mp3" "ta_v3_b1" "Alv" "Vls" "Stop" "repvoice" "repcatvoice" "repcatvoice" "null" "null" "null" "null" "null" "null" "repStop" "null" "null" "repVls" "repVoice" "pa-ta" "3-3" 0.234360535518008
93 "sa" 158205 3 "alveolar" "4" "sa.3.4.mp3" "sa_v4_b1" "Alv" "Vls" "Fric" "repcat" "repcat" "diffcat" "null" "repAlv" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "ta-sa" "4-3" 0.0494081258190988
94 "ta" 159697 3 "alveolar" "1" "ta.1.1.mp3" "ta_v1_b1" "Alv" "Vls" "Stop" "repcat" "repcat" "diffcat" "null" "repAlv" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "ta-sa" "1-4" 0.0494081258190988
95 "tha" 161206 3 "dental" "3" "tha.2.3.mp3" "tha_v3_b1" "Dent" "Vls" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "tha-ta" "1-3" 0.0773941774325793
96 "ta" 162698 3 "alveolar" "3" "ta.3.3.mp3" "ta_v3_b1" "Alv" "Vls" "Stop" "repvoice" "repcatvoice" "repvoice" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "repVoice" "tha-ta" "3-3" 0.0773941774325793
97 "sha" 164207 3 "palato-alveolar" "1" "sha.2.1.mp3" "sha_v1_b1" "Pal" "Vls" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "sha-ta" "1-3" 0.0486434393382033
98 "pa" 165699 3 "labial" "4" "pa.1.4.mp3" "pa_v4_b2" "Lab" "Vls" "Stop" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVls" "diffVoice" "sha-pa" "1-4" 0.0364423259600863
99 "va" 167208 3 "labio-dental" "4" "va.1.4.mp3" "va_v4_b1" "Lab" "Vcd" "Fric" "repcatvoice" "repvoice" "repvoice" "repLab" "null" "null" "null" "null" "null" "null" "null" "null" "null" "repVoice" "pa-va" "4-4" 0.0205061465402239
100 "na" 168700 3 "alveolar" "1" "na.2.1.mp3" "na_v1_b1" "Alv" "Vcd" "Nas" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "na-va" "1-4" 0.0241080367661359
101 "TH_a" 170208 3 "dental" "3" "TH_a.1.3.mp3" "TH_a_v3_b1" "Dent" "Vcd" "Fric" "diffcat" "repcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "repVcd" "null" "diffVoice" "na-TH_a" "1-3" 0.0285486924841155
102 "ta" 171700 3 "alveolar" "4" "ta.2.4.mp3" "ta_v4_b1" "Alv" "Vls" "Stop" "diffcat" "diffcat" "diffcat" "null" "null" "null" "null" "null" "null" "null" "null" "null" "null" "diffVoice" "TH_a-ta" "4-3" 0.018398855471175
